TPropertyName	TPropertyValue	TThumbPath	TLabel	TCategory	TCategory2	TPath	TParentDir	TTags	TDescription	TParameter	TComment
animatediffMotion_sdxlV10Beta.ckpt	animatediffMotion_sdxlV10Beta.ckpt		animatediffMotion_sdxlV10Beta.ckpt	model	ckpt_変換すること	D:\_Apps.AI.data\sd\animate-diff\model\ckpt_変換すること\animatediffMotion_sdxlV10Beta.ckpt	animate-diff\model\ckpt_変換すること	ckpt_変換すること	=> LoadfromJson(filePath);		
improved3DMotion_improved3DV1.ckpt	improved3DMotion_improved3DV1.ckpt		improved3DMotion_improved3DV1.ckpt	model	ckpt_変換すること	D:\_Apps.AI.data\sd\animate-diff\model\ckpt_変換すること\improved3DMotion_improved3DV1.ckpt	animate-diff\model\ckpt_変換すること	ckpt_変換すること	=> LoadfromJson(filePath);		
improvedHumansMotion_refinedHumanMovement.ckpt	improvedHumansMotion_refinedHumanMovement.ckpt		improvedHumansMotion_refinedHumanMovement.ckpt	model	ckpt_変換すること	D:\_Apps.AI.data\sd\animate-diff\model\ckpt_変換すること\improvedHumansMotion_refinedHumanMovement.ckpt	animate-diff\model\ckpt_変換すること	ckpt_変換すること	=> LoadfromJson(filePath);		
missionaryPOVMotionModule_v20.ckpt	missionaryPOVMotionModule_v20.ckpt		missionaryPOVMotionModule_v20.ckpt	model	ckpt_変換すること	D:\_Apps.AI.data\sd\animate-diff\model\ckpt_変換すること\missionaryPOVMotionModule_v20.ckpt	animate-diff\model\ckpt_変換すること	ckpt_変換すること	=> LoadfromJson(filePath);		
motionModel_v01.ckpt	motionModel_v01.ckpt		motionModel_v01.ckpt	model	ckpt_変換すること	D:\_Apps.AI.data\sd\animate-diff\model\ckpt_変換すること\motionModel_v01.ckpt	animate-diff\model\ckpt_変換すること	ckpt_変換すること	=> LoadfromJson(filePath);		
yoinkoorlabsNSFWMotion_godmodev20.ckpt	yoinkoorlabsNSFWMotion_godmodev20.ckpt		yoinkoorlabsNSFWMotion_godmodev20.ckpt	model	ckpt_変換すること	D:\_Apps.AI.data\sd\animate-diff\model\ckpt_変換すること\yoinkoorlabsNSFWMotion_godmodev20.ckpt	animate-diff\model\ckpt_変換すること	ckpt_変換すること	=> LoadfromJson(filePath);		
CN_SDXL_diffusers_xl_canny_full.safetensors	CN_SDXL_diffusers_xl_canny_full.safetensors		CN_SDXL_diffusers_xl_canny_full.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_diffusers_xl_canny_full.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_diffusers_xl_canny_mid.safetensors	CN_SDXL_diffusers_xl_canny_mid.safetensors		CN_SDXL_diffusers_xl_canny_mid.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_diffusers_xl_canny_mid.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_diffusers_xl_canny_small.safetensors	CN_SDXL_diffusers_xl_canny_small.safetensors		CN_SDXL_diffusers_xl_canny_small.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_diffusers_xl_canny_small.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_diffusers_xl_depth_full.safetensors	CN_SDXL_diffusers_xl_depth_full.safetensors		CN_SDXL_diffusers_xl_depth_full.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_diffusers_xl_depth_full.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_diffusers_xl_depth_mid.safetensors	CN_SDXL_diffusers_xl_depth_mid.safetensors		CN_SDXL_diffusers_xl_depth_mid.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_diffusers_xl_depth_mid.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_diffusers_xl_depth_small.safetensors	CN_SDXL_diffusers_xl_depth_small.safetensors		CN_SDXL_diffusers_xl_depth_small.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_diffusers_xl_depth_small.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_ioclab_sd15_recolor.safetensors	CN_SDXL_ioclab_sd15_recolor.safetensors		CN_SDXL_ioclab_sd15_recolor.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_ioclab_sd15_recolor.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_ip-adapter_sd15.pth	CN_SDXL_ip-adapter_sd15.pth		CN_SDXL_ip-adapter_sd15.pth	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_ip-adapter_sd15.pth	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_ip-adapter_sd15_plus.pth	CN_SDXL_ip-adapter_sd15_plus.pth		CN_SDXL_ip-adapter_sd15_plus.pth	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_ip-adapter_sd15_plus.pth	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_ip-adapter_xl.pth	CN_SDXL_ip-adapter_xl.pth		CN_SDXL_ip-adapter_xl.pth	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_ip-adapter_xl.pth	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_kohya_controllllite_xl_blur.safetensors	CN_SDXL_kohya_controllllite_xl_blur.safetensors		CN_SDXL_kohya_controllllite_xl_blur.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_kohya_controllllite_xl_blur.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_kohya_controllllite_xl_blur_anime.safetensors	CN_SDXL_kohya_controllllite_xl_blur_anime.safetensors		CN_SDXL_kohya_controllllite_xl_blur_anime.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_kohya_controllllite_xl_blur_anime.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_kohya_controllllite_xl_blur_anime_beta.safetensors	CN_SDXL_kohya_controllllite_xl_blur_anime_beta.safetensors		CN_SDXL_kohya_controllllite_xl_blur_anime_beta.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_kohya_controllllite_xl_blur_anime_beta.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_kohya_controllllite_xl_canny.safetensors	CN_SDXL_kohya_controllllite_xl_canny.safetensors		CN_SDXL_kohya_controllllite_xl_canny.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_kohya_controllllite_xl_canny.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_kohya_controllllite_xl_canny_anime.safetensors	CN_SDXL_kohya_controllllite_xl_canny_anime.safetensors		CN_SDXL_kohya_controllllite_xl_canny_anime.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_kohya_controllllite_xl_canny_anime.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_kohya_controllllite_xl_depth.safetensors	CN_SDXL_kohya_controllllite_xl_depth.safetensors		CN_SDXL_kohya_controllllite_xl_depth.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_kohya_controllllite_xl_depth.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_kohya_controllllite_xl_depth_anime.safetensors	CN_SDXL_kohya_controllllite_xl_depth_anime.safetensors		CN_SDXL_kohya_controllllite_xl_depth_anime.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_kohya_controllllite_xl_depth_anime.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_kohya_controllllite_xl_openpose_anime.safetensors	CN_SDXL_kohya_controllllite_xl_openpose_anime.safetensors		CN_SDXL_kohya_controllllite_xl_openpose_anime.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_kohya_controllllite_xl_openpose_anime.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_kohya_controllllite_xl_openpose_anime_v2.safetensors	CN_SDXL_kohya_controllllite_xl_openpose_anime_v2.safetensors		CN_SDXL_kohya_controllllite_xl_openpose_anime_v2.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_kohya_controllllite_xl_openpose_anime_v2.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_kohya_controllllite_xl_scribble_anime.safetensors	CN_SDXL_kohya_controllllite_xl_scribble_anime.safetensors		CN_SDXL_kohya_controllllite_xl_scribble_anime.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_kohya_controllllite_xl_scribble_anime.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_sai_xl_canny_128lora.safetensors	CN_SDXL_sai_xl_canny_128lora.safetensors		CN_SDXL_sai_xl_canny_128lora.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_sai_xl_canny_128lora.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_sai_xl_canny_256lora.safetensors	CN_SDXL_sai_xl_canny_256lora.safetensors		CN_SDXL_sai_xl_canny_256lora.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_sai_xl_canny_256lora.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_sai_xl_depth_128lora.safetensors	CN_SDXL_sai_xl_depth_128lora.safetensors		CN_SDXL_sai_xl_depth_128lora.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_sai_xl_depth_128lora.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_sai_xl_depth_256lora.safetensors	CN_SDXL_sai_xl_depth_256lora.safetensors		CN_SDXL_sai_xl_depth_256lora.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_sai_xl_depth_256lora.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_sai_xl_recolor_128lora.safetensors	CN_SDXL_sai_xl_recolor_128lora.safetensors		CN_SDXL_sai_xl_recolor_128lora.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_sai_xl_recolor_128lora.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_sai_xl_recolor_256lora.safetensors	CN_SDXL_sai_xl_recolor_256lora.safetensors		CN_SDXL_sai_xl_recolor_256lora.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_sai_xl_recolor_256lora.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_sai_xl_sketch_128lora.safetensors	CN_SDXL_sai_xl_sketch_128lora.safetensors		CN_SDXL_sai_xl_sketch_128lora.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_sai_xl_sketch_128lora.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_sai_xl_sketch_256lora.safetensors	CN_SDXL_sai_xl_sketch_256lora.safetensors		CN_SDXL_sai_xl_sketch_256lora.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_sai_xl_sketch_256lora.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_sargezt_xl_depth.safetensors	CN_SDXL_sargezt_xl_depth.safetensors		CN_SDXL_sargezt_xl_depth.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_sargezt_xl_depth.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_sargezt_xl_depth_faid_vidit.safetensors	CN_SDXL_sargezt_xl_depth_faid_vidit.safetensors		CN_SDXL_sargezt_xl_depth_faid_vidit.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_sargezt_xl_depth_faid_vidit.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_sargezt_xl_depth_zeed.safetensors	CN_SDXL_sargezt_xl_depth_zeed.safetensors		CN_SDXL_sargezt_xl_depth_zeed.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_sargezt_xl_depth_zeed.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_sargezt_xl_softedge.safetensors	CN_SDXL_sargezt_xl_softedge.safetensors		CN_SDXL_sargezt_xl_softedge.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_sargezt_xl_softedge.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_t2i-adapter_diffusers_xl_canny.safetensors	CN_SDXL_t2i-adapter_diffusers_xl_canny.safetensors		CN_SDXL_t2i-adapter_diffusers_xl_canny.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_t2i-adapter_diffusers_xl_canny.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_t2i-adapter_diffusers_xl_depth_midas.safetensors	CN_SDXL_t2i-adapter_diffusers_xl_depth_midas.safetensors		CN_SDXL_t2i-adapter_diffusers_xl_depth_midas.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_t2i-adapter_diffusers_xl_depth_midas.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_t2i-adapter_diffusers_xl_depth_zoe.safetensors	CN_SDXL_t2i-adapter_diffusers_xl_depth_zoe.safetensors		CN_SDXL_t2i-adapter_diffusers_xl_depth_zoe.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_t2i-adapter_diffusers_xl_depth_zoe.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_t2i-adapter_diffusers_xl_lineart.safetensors	CN_SDXL_t2i-adapter_diffusers_xl_lineart.safetensors		CN_SDXL_t2i-adapter_diffusers_xl_lineart.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_t2i-adapter_diffusers_xl_lineart.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_t2i-adapter_diffusers_xl_openpose.safetensors	CN_SDXL_t2i-adapter_diffusers_xl_openpose.safetensors		CN_SDXL_t2i-adapter_diffusers_xl_openpose.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_t2i-adapter_diffusers_xl_openpose.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_t2i-adapter_diffusers_xl_sketch.safetensors	CN_SDXL_t2i-adapter_diffusers_xl_sketch.safetensors		CN_SDXL_t2i-adapter_diffusers_xl_sketch.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_t2i-adapter_diffusers_xl_sketch.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_t2i-adapter_xl_canny.safetensors	CN_SDXL_t2i-adapter_xl_canny.safetensors		CN_SDXL_t2i-adapter_xl_canny.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_t2i-adapter_xl_canny.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_t2i-adapter_xl_openpose.safetensors	CN_SDXL_t2i-adapter_xl_openpose.safetensors		CN_SDXL_t2i-adapter_xl_openpose.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_t2i-adapter_xl_openpose.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_t2i-adapter_xl_sketch.safetensors	CN_SDXL_t2i-adapter_xl_sketch.safetensors		CN_SDXL_t2i-adapter_xl_sketch.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_t2i-adapter_xl_sketch.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_thibaud_xl_openpose.safetensors	CN_SDXL_thibaud_xl_openpose.safetensors		CN_SDXL_thibaud_xl_openpose.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_thibaud_xl_openpose.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
CN_SDXL_thibaud_xl_openpose_256lora.safetensors	CN_SDXL_thibaud_xl_openpose_256lora.safetensors		CN_SDXL_thibaud_xl_openpose_256lora.safetensors	ControlNet	SDXL	D:\_Apps.AI.data\sd\models\ControlNet\SDXL\CN_SDXL_thibaud_xl_openpose_256lora.safetensors	models\ControlNet\SDXL	SDXL	=> LoadfromJson(filePath);		
controlnetxlCNXL_2vxpswa7AnytestV4.safetensors	controlnetxlCNXL_2vxpswa7AnytestV4.safetensors		controlnetxlCNXL_2vxpswa7AnytestV4.safetensors	ControlNet	SDXL_2vx	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_2vx\controlnetxlCNXL_2vxpswa7AnytestV4.safetensors	models\ControlNet\SDXL_2vx	SDXL_2vx	=> LoadfromJson(filePath);		
controlnetxlCNXL_2vxpswa7OpenposeV21.safetensors	controlnetxlCNXL_2vxpswa7OpenposeV21.safetensors		controlnetxlCNXL_2vxpswa7OpenposeV21.safetensors	ControlNet	SDXL_2vx	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_2vx\controlnetxlCNXL_2vxpswa7OpenposeV21.safetensors	models\ControlNet\SDXL_2vx	SDXL_2vx	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_canny.safetensors	bdsqlsz_controlllite_xl_canny.safetensors		bdsqlsz_controlllite_xl_canny.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_canny.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_depth.safetensors	bdsqlsz_controlllite_xl_depth.safetensors		bdsqlsz_controlllite_xl_depth.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_depth.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_depth_V2.safetensors	bdsqlsz_controlllite_xl_depth_V2.safetensors		bdsqlsz_controlllite_xl_depth_V2.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_depth_V2.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_dw_openpose.safetensors	bdsqlsz_controlllite_xl_dw_openpose.safetensors		bdsqlsz_controlllite_xl_dw_openpose.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_dw_openpose.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_lineart_anime_denoise.safetensors	bdsqlsz_controlllite_xl_lineart_anime_denoise.safetensors		bdsqlsz_controlllite_xl_lineart_anime_denoise.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_lineart_anime_denoise.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_mlsd_V2.safetensors	bdsqlsz_controlllite_xl_mlsd_V2.safetensors		bdsqlsz_controlllite_xl_mlsd_V2.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_mlsd_V2.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_normal.safetensors	bdsqlsz_controlllite_xl_normal.safetensors		bdsqlsz_controlllite_xl_normal.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_normal.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_normal_dsine.safetensors	bdsqlsz_controlllite_xl_normal_dsine.safetensors		bdsqlsz_controlllite_xl_normal_dsine.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_normal_dsine.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_recolor_luminance.safetensors	bdsqlsz_controlllite_xl_recolor_luminance.safetensors		bdsqlsz_controlllite_xl_recolor_luminance.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_recolor_luminance.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_segment_animeface.safetensors	bdsqlsz_controlllite_xl_segment_animeface.safetensors		bdsqlsz_controlllite_xl_segment_animeface.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_segment_animeface.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_segment_animeface_V2.safetensors	bdsqlsz_controlllite_xl_segment_animeface_V2.safetensors		bdsqlsz_controlllite_xl_segment_animeface_V2.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_segment_animeface_V2.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_sketch.safetensors	bdsqlsz_controlllite_xl_sketch.safetensors		bdsqlsz_controlllite_xl_sketch.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_sketch.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_softedge.safetensors	bdsqlsz_controlllite_xl_softedge.safetensors		bdsqlsz_controlllite_xl_softedge.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_softedge.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_t2i-adapter_color_shuffle.safetensors	bdsqlsz_controlllite_xl_t2i-adapter_color_shuffle.safetensors		bdsqlsz_controlllite_xl_t2i-adapter_color_shuffle.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_t2i-adapter_color_shuffle.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_tile_anime_alpha.safetensors	bdsqlsz_controlllite_xl_tile_anime_alpha.safetensors		bdsqlsz_controlllite_xl_tile_anime_alpha.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_tile_anime_alpha.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_tile_anime_beta.safetensors	bdsqlsz_controlllite_xl_tile_anime_beta.safetensors		bdsqlsz_controlllite_xl_tile_anime_beta.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_tile_anime_beta.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
bdsqlsz_controlllite_xl_tile_realistic.safetensors	bdsqlsz_controlllite_xl_tile_realistic.safetensors		bdsqlsz_controlllite_xl_tile_realistic.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\bdsqlsz_controlllite_xl_tile_realistic.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
controlnetxlCNXL_bdsqlszCanny.safetensors	controlnetxlCNXL_bdsqlszCanny.safetensors		controlnetxlCNXL_bdsqlszCanny.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\controlnetxlCNXL_bdsqlszCanny.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
controlnetxlCNXL_bdsqlszLineart.safetensors	controlnetxlCNXL_bdsqlszLineart.safetensors		controlnetxlCNXL_bdsqlszLineart.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\controlnetxlCNXL_bdsqlszLineart.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
controlnetxlCNXL_bdsqlszOpenpose.safetensors	controlnetxlCNXL_bdsqlszOpenpose.safetensors		controlnetxlCNXL_bdsqlszOpenpose.safetensors	ControlNet	SDXL_bdsqlsz	D:\_Apps.AI.data\sd\models\ControlNet\SDXL_bdsqlsz\controlnetxlCNXL_bdsqlszOpenpose.safetensors	models\ControlNet\SDXL_bdsqlsz	SDXL_bdsqlsz	=> LoadfromJson(filePath);		
